"Order"	"Family"	"Genus"	"Species"	"taxon"	"mn_long"	"mn_lat"	"mn_lat_abs"	"n_obs"	"md_density"	"HYP"	"FAL"	"FOL"	"FSF"	"FOT"	"MASSKG"	"massPHY"	"MASSALL"	"taxonPhy"
"Artiodactyla"	"Bovidae"	"Addax"	"nasomaculatus"	"Addax nasomaculatus"	9	18	18	1	0.0002585315	3	0	1	1	0	111	70.0003	70.0003	"Addax_nasomaculatus_Centroid"
"Artiodactyla"	"Bovidae"	"Aepyceros"	"melampus"	"Aepyceros melampus"	32.4	-10.9	10.9	121	2.2322435175	3	1	1	0	0	51	52.5001	52.5001	"Aepyceros_melampus_Centroid"
"Artiodactyla"	"Bovidae"	"Alcelaphus"	"buselaphus"	"Alcelaphus buselaphus"	33.6	-1.2	1.2	67	0.3081664099	3	0	1	0	1	150	171.0015	171.0015	"Alcelaphus_buselaphus_Centroid"
"Artiodactyla"	"Bovidae"	"Alcelaphus"	"caama"	"Alcelaphus caama"	23.2	-25.6	25.6	21	0.2033333333	3	0	1	0	1	176	NA	176	"Alcelaphus_caama_Centroid"
"Artiodactyla"	"Bovidae"	"Alcelaphus"	"lichtensteinii"	"Alcelaphus lichtensteinii"	33	-9.7	9.7	21	0.0981308411	3	0	1	0	1	153	NA	153	"Alcelaphus_lichtensteinii_Centroid"
"Artiodactyla"	"Bovidae"	"Antidorcas"	"marsupialis"	"Antidorcas marsupialis"	21.2	-25.3	25.3	24	0.575	3	1	1	0	0	31	31.5	31.5	"Antidorcas_marsupialis_Centroid"
"Artiodactyla"	"Bovidae"	"Antilope"	"cervicapra"	"Antilope cervicapra"	79.5	22.8	22.8	21	0.0245098039	3	1	0	0	0	37.3	37.5	37.5	"Antilope_cervicapra_Centroid"
"Artiodactyla"	"Bovidae"	"Beatragus"	"hunteri"	"Beatragus hunteri"	38.5	-1	1	3	0.0125	3	0	1	0	1	85	80	80	"Beatragus_hunteri_Centroid"
"Artiodactyla"	"Bovidae"	"Bison"	"bison"	"Bison bison"	-111	57.4	57.4	1	0.153	3	0	1	1	0	624	579.2553	579.2553	"Bison_bison_Centroid"
"Artiodactyla"	"Bovidae"	"Bos"	"gaurus"	"Bos gaurus"	80	19.8	19.8	73	0.7871148459	3	0	1	1	0	882	825	825	"Bos_gaurus_Centroid"
"Artiodactyla"	"Bovidae"	"Bos"	"grunniens"	"Bos grunniens"	92	35.8	35.8	4	1.05	3	0	1	1	0	333	NA	333	"Bos_grunniens_Centroid"
"Artiodactyla"	"Bovidae"	"Boselaphus"	"tragocamelus"	"Boselaphus tragocamelus"	79.3	23.4	23.4	70	0.659922179	2	0	1	1	0	195	169	169	"Boselaphus_tragocamelus_Centroid"
"Artiodactyla"	"Bovidae"	"Bubalus"	"bubalis"	"Bubalus bubalis"	77.2	9.5	9.5	4	1.53796653795	3	0	1	1	0	950	NA	950	"Bubalus_bubalis_Centroid"
"Artiodactyla"	"Bovidae"	"Capricornis"	"crispus"	"Capricornis crispus"	131	32	32	1	1.8	3	1	1	0	0	37.2	37.16	37.16	"Capricornis_crispus_Centroid"
"Artiodactyla"	"Bovidae"	"Capricornis"	"sumatrensis"	"Capricornis sumatrensis"	102.5	4.8	4.8	1	0.23	3	1	1	0	0	102	NA	102	"Capricornis_sumatrensis_Centroid"
"Artiodactyla"	"Bovidae"	"Cephalophus"	"adersi"	"Cephalophus adersi"	39.3	-6.1	6.1	1	1.75	2	0	1	1	0	9.6	9.25	9.25	"Cephalophus_adersi_Centroid"
"Artiodactyla"	"Bovidae"	"Cephalophus"	"natalensis"	"Cephalophus natalensis"	32.4	-22.5	22.5	5	0.310880829	2	1	1	0	0	13	12	12	"Cephalophus_natalensis_Centroid"
"Artiodactyla"	"Bovidae"	"Cephalophus"	"niger"	"Cephalophus niger"	-3.5	9	9	1	0.0656455142	1	1	1	0	0	20	20.4	20.4	"Cephalophus_niger_Centroid"
"Artiodactyla"	"Bovidae"	"Cephalophus"	"nigrifrons"	"Cephalophus nigrifrons"	29.5	-1.5	1.5	1	6.6666666667	2	0	1	1	0	16	13.8998	13.8998	"Cephalophus_nigrifrons_Centroid"
"Artiodactyla"	"Bovidae"	"Cephalophus"	"rufilatus"	"Cephalophus rufilatus"	4.2	10.6	10.6	10	0.1223501571	2	0	1	1	0	10	12	12	"Cephalophus_rufilatus_Centroid"
"Artiodactyla"	"Bovidae"	"Cephalophus"	"silvicultor"	"Cephalophus silvicultor"	20.5	8.2	8.2	3	0.0287356322	2	0	1	1	0	62.5	72.5003	72.5003	"Cephalophus_silvicultor_Centroid"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"gnou"	"Connochaetes gnou"	30.1	-19.5	19.5	19	2.9166666667	3	0	1	0	1	145	179.999	179.999	"Connochaetes_gnou_Centroid"
"Artiodactyla"	"Bovidae"	"Connochaetes"	"taurinus"	"Connochaetes taurinus"	30.3	-14	14	115	0.5903514436	3	0	1	0	1	180	179.999	179.999	"Connochaetes_taurinus_Centroid"
"Artiodactyla"	"Bovidae"	"Damaliscus"	"korrigum"	"Damaliscus korrigum"	6.4	11.2	11.2	10	0.0167785235	3	0	1	0	1	118	NA	118	"Damaliscus_korrigum_Centroid"
"Artiodactyla"	"Bovidae"	"Damaliscus"	"lunatus"	"Damaliscus lunatus"	30.6	-5.8	5.8	73	0.3333333333	3	0	1	0	1	129	136.0003	136.0003	"Damaliscus_lunatus_Centroid"
"Artiodactyla"	"Bovidae"	"Damaliscus"	"pygargus"	"Damaliscus pygargus"	23.7	-31.5	31.5	11	1.5168539326	3	0	1	0	1	69	102	102	"Damaliscus_pygargus_Centroid"
"Artiodactyla"	"Bovidae"	"Eudorcas"	"rufifrons"	"Eudorcas rufifrons"	11.2	12	12	8	0.2823529412	3	1	1	0	0	23.9	26.9998	26.9998	"Eudorcas_rufifrons_Centroid"
"Artiodactyla"	"Bovidae"	"Eudorcas"	"thomsonii"	"Eudorcas thomsonii"	35.6	-2.2	2.2	31	1.4824532	3	1	1	0	0	20	20.4998	20.4998	"Eudorcas_thomsonii_Centroid"
"Artiodactyla"	"Bovidae"	"Galago"	"thomasi"	"Galago thomasi"	30.4	0.6	0.6	2	64.95	1	0	0	0	0	0.117	NA	0.117	"Galago_thomasi_Centroid"
"Artiodactyla"	"Bovidae"	"Galago"	"zanzibaricus"	"Galago zanzibaricus"	39.8	-3.8	3.8	2	175	1	0	0	0	0	0.143	NA	0.143	"Galago_zanzibaricus_Centroid"
"Artiodactyla"	"Bovidae"	"Gazella"	"arabica"	"Gazella arabica"	58	21.4	21.4	2	12.9805	3	1	1	0	0	24.1	NA	24.1	"Gazella_arabica_Centroid"
"Artiodactyla"	"Bovidae"	"Gazella"	"bennettii"	"Gazella bennettii"	78.9	23.6	23.6	41	0.2449888641	3	1	1	0	0	18.9	18.9167	18.9167	"Gazella_bennettii_Centroid"
"Artiodactyla"	"Bovidae"	"Gazella"	"dorcas"	"Gazella dorcas"	5.2	16.4	16.4	5	0.1315789474	3	1	1	0	0	17	23.0001	23.0001	"Gazella_dorcas_Centroid"
"Artiodactyla"	"Bovidae"	"Gazella"	"gazella"	"Gazella gazella"	43.2	20.5	20.5	13	0.3	2	1	1	0	0	20.8	22.7499	22.7499	"Gazella_gazella_Centroid"
"Artiodactyla"	"Bovidae"	"Hemitragus"	"hylocrius"	"Hemitragus hylocrius"	77.5	8.5	8.5	1	9.8100558659	3	1	1	0	0	75	NA	75	"Hemitragus_hylocrius_Centroid"
"Artiodactyla"	"Bovidae"	"Hippotragus"	"equinus"	"Hippotragus equinus"	23.4	-5.7	5.7	72	0.0414606467	3	0	1	1	0	26.5	269.9977	269.9977	"Hippotragus_equinus_Centroid"
"Artiodactyla"	"Bovidae"	"Hippotragus"	"niger"	"Hippotragus niger"	30.1	-15.2	15.2	58	0.07286436435	3	0	1	1	0	22.6	227.4993	227.4993	"Hippotragus_niger_Centroid"
"Artiodactyla"	"Bovidae"	"Kobus"	"ellipsiprymnus"	"Kobus ellipsiprymnus"	26.2	-4.9	4.9	65	0.1537279016	3	0	1	1	0	175	210.0003	210.0003	"Kobus_ellipsiprymnus_Centroid"
"Artiodactyla"	"Bovidae"	"Kobus"	"kob"	"Kobus kob"	18.5	5.5	5.5	30	0.19494252875	3	0	1	1	0	58.6	78.5001	78.5001	"Kobus_kob_Centroid"
"Artiodactyla"	"Bovidae"	"Kobus"	"leche"	"Kobus leche"	24.2	-17.8	17.8	5	0.72	3	0	1	1	0	87	110.749	110.749	"Kobus_leche_Centroid"
"Artiodactyla"	"Bovidae"	"Kobus"	"megaceros"	"Kobus megaceros"	34.1	8	8	1	0.0197589409	3	0	1	1	0	17.5	87.5004	87.5004	"Kobus_megaceros_Centroid"
"Artiodactyla"	"Bovidae"	"Kobus"	"vardonii"	"Kobus vardonii"	30.5	-13	13	14	0.28512272365	3	0	1	1	0	69.8	71.5007	71.5007	"Kobus_vardonii_Centroid"
"Artiodactyla"	"Bovidae"	"Litocranius"	"walleri"	"Litocranius walleri"	37.7	0.5	0.5	14	0.01935116295	1	1	1	0	0	41.3	37.9997	37.9997	"Litocranius_walleri_Centroid"
"Artiodactyla"	"Bovidae"	"Madoqua"	"guentheri"	"Madoqua guentheri"	36.8	5.6	5.6	3	3.4855769231	2	1	1	0	0	4.1	7.5	7.5	"Madoqua_guentheri_Centroid"
"Artiodactyla"	"Bovidae"	"Madoqua"	"kirkii"	"Madoqua kirkii"	33.7	-4.9	4.9	20	1.28	2	1	1	0	0	4.9	5.3001	5.3001	"Madoqua_kirkii_Centroid"
"Artiodactyla"	"Bovidae"	"Naemorhedus"	"goral"	"Naemorhedus goral"	78.9	29.5	29.5	3	0.3282789992	3	1	1	0	0	27.7	28.5	28.5	"Naemorhedus_goral_Centroid"
"Artiodactyla"	"Bovidae"	"Nanger"	"dama"	"Nanger dama"	1.3	16.4	16.4	3	0.014	3	1	1	0	0	59.5	72.9995	72.9995	"Nanger_dama_Centroid"
"Artiodactyla"	"Bovidae"	"Nanger"	"granti"	"Nanger granti"	36	-1.5	1.5	49	0.6239316239	3	1	1	0	0	59.5	54.9997	54.9997	"Nanger_granti_Centroid"
"Artiodactyla"	"Bovidae"	"Nanger"	"soemmerringii"	"Nanger soemmerringii"	40.2	9.2	9.2	2	0.31694176175	3	1	1	0	0	39.5	40	40	"Nanger_soemmerringii_Centroid"
"Artiodactyla"	"Bovidae"	"Neotragus"	"moschatus"	"Neotragus moschatus"	33.7	-22.7	22.7	7	0.9900990099	2	1	0	0	0	5	NA	5	"Neotragus_moschatus_Centroid"
"Artiodactyla"	"Bovidae"	"Oreotragus"	"oreotragus"	"Oreotragus oreotragus"	30.4	-18.4	18.4	32	0.04821152705	3	1	1	0	0	12.2	12.9999	12.9999	"Oreotragus_oreotragus_Centroid"
"Artiodactyla"	"Bovidae"	"Oryx"	"beisa"	"Oryx beisa"	34.7	-4.7	4.7	30	0.0811764706	3	0	1	1	0	201	170	170	"Oryx_beisa_Centroid"
"Artiodactyla"	"Bovidae"	"Oryx"	"gazella"	"Oryx gazella"	20.7	-23	23	19	0.5886666667	3	0	1	1	0	172	169.0013	169.0013	"Oryx_gazella_Centroid"
"Artiodactyla"	"Bovidae"	"Oryx"	"leucoryx"	"Oryx leucoryx"	41.9	22.2	22.2	5	0.0971479501	3	0	1	1	0	83	87.7	87.7	"Oryx_leucoryx_Centroid"
"Artiodactyla"	"Bovidae"	"Ourebia"	"ourebi"	"Ourebia ourebi"	20	1.1	1.1	36	0.17389261745	3	0	1	1	0	17.5	17.25	17.25	"Ourebia_ourebi_Centroid"
"Artiodactyla"	"Bovidae"	"Ovibos"	"moschatus"	"Ovibos moschatus"	-104.3	73.1	73.1	11	0.449	3	1	1	0	0	302	340.5011	340.5011	"Ovibos_moschatus_Centroid"
"Artiodactyla"	"Bovidae"	"Ovis"	"ammon"	"Ovis ammon"	92	35.8	35.8	4	0.13833333335	3	1	1	0	0	92	180	180	"Ovis_ammon_Centroid"
"Artiodactyla"	"Bovidae"	"Ovis"	"dalli"	"Ovis dalli"	-139	60.9	60.9	4	0.474	3	0	1	0	1	66.9	55.6506	55.6506	"Ovis_dalli_Centroid"
"Artiodactyla"	"Bovidae"	"Ovis"	"musimon"	"Ovis musimon"	5.3	52	52	1	6.4	3	1	1	0	0	50	NA	50	"Ovis_musimon_Centroid"
"Artiodactyla"	"Bovidae"	"Pantholops"	"hodgsonii"	"Pantholops hodgsonii"	92	35.8	35.8	2	0.86583333335	3	1	1	0	0	34.1	27.5	27.5	"Pantholops_hodgsonii_Centroid"
"Artiodactyla"	"Bovidae"	"Pelea"	"capreolus"	"Pelea capreolus"	26.5	-30.7	30.7	9	1.1111111111	3	1	1	0	0	24.5	20	20	"Pelea_capreolus_Centroid"
"Artiodactyla"	"Bovidae"	"Philantomba"	"maxwellii"	"Philantomba maxwellii"	-6	7.2	7.2	2	5.10211524435	2	0	1	1	0	6.9	12	12	"Philantomba_maxwellii_Centroid"
"Artiodactyla"	"Bovidae"	"Philantomba"	"monticola"	"Philantomba monticola"	24.4	-17.2	17.2	19	16	2	0	1	1	0	6.3	6.25	6.25	"Philantomba_monticola_Centroid"
"Artiodactyla"	"Bovidae"	"Procapra"	"picticaudata"	"Procapra picticaudata"	92	35.8	35.8	1	1.2591666667	3	1	1	0	0	23.2	20	20	"Procapra_picticaudata_Centroid"
"Artiodactyla"	"Bovidae"	"Procapra"	"przewalskii"	"Procapra przewalskii"	100	37.2	37.2	9	9.435	3	1	1	0	0	27.5	27.5	27.5	"Procapra_przewalskii_Centroid"
"Artiodactyla"	"Bovidae"	"Pseudois"	"nayaur"	"Pseudois nayaur"	92	35.8	35.8	4	0.79125	3	1	1	0	0	49.8	45	45	"Pseudois_nayaur_Centroid"
"Artiodactyla"	"Bovidae"	"Raphicerus"	"campestris"	"Raphicerus campestris"	27.6	-19.9	19.9	40	0.1	3	1	1	0	0	11.3	10.5	10.5	"Raphicerus_campestris_Centroid"
"Artiodactyla"	"Bovidae"	"Raphicerus"	"melanotis"	"Raphicerus melanotis"	23.4	-33.8	33.8	3	0.6	3	1	1	0	0	10.3	10.2499	10.2499	"Raphicerus_melanotis_Centroid"
"Artiodactyla"	"Bovidae"	"Raphicerus"	"sharpei"	"Raphicerus sharpei"	32.5	-19.4	19.4	10	0.0157986203	3	1	1	0	0	7.6	9.4999	9.4999	"Raphicerus_sharpei_Centroid"
"Artiodactyla"	"Bovidae"	"Redunca"	"arundinum"	"Redunca arundinum"	25.9	-19.4	19.4	5	0.0658275844	3	0	1	1	0	50.8	58.0003	58.0003	"Redunca_arundinum_Centroid"
"Artiodactyla"	"Bovidae"	"Redunca"	"fulvorufula"	"Redunca fulvorufula"	29.9	-16.9	16.9	43	0.0581473364	3	0	1	1	0	30	29.4999	29.4999	"Redunca_fulvorufula_Centroid"
"Artiodactyla"	"Bovidae"	"Redunca"	"redunca"	"Redunca redunca"	27.5	1.5	1.5	58	0.0810039578	3	0	1	1	0	40	44.0504	44.0504	"Redunca_redunca_Centroid"
"Artiodactyla"	"Bovidae"	"Rupicapra"	"pyrenaica"	"Rupicapra pyrenaica"	0.5	42.6	42.6	8	7.075	3	1	1	0	0	30	30	30	"Rupicapra_pyrenaica_Centroid"
"Artiodactyla"	"Bovidae"	"Sylvicapra"	"grimmia"	"Sylvicapra grimmia"	22.2	-7.2	7.2	57	0.1145374449	2	0	1	1	0	20	19.4998	19.4998	"Sylvicapra_grimmia_Centroid"
"Artiodactyla"	"Bovidae"	"Syncerus"	"caffer"	"Syncerus caffer"	29.2	-7.1	7.1	162	0.67721228795	3	0	1	1	0	555	580.0027	580.0027	"Syncerus_caffer_Centroid"
"Artiodactyla"	"Bovidae"	"Taurotragus"	"derbianus"	"Taurotragus derbianus"	3.7	10.4	10.4	18	0.0991458206	3	1	1	0	0	560	NA	560	"Taurotragus_derbianus_Centroid"
"Artiodactyla"	"Bovidae"	"Taurotragus"	"oryx"	"Taurotragus oryx"	31.2	-11.8	11.8	122	0.13413317235	3	1	1	0	0	433	NA	433	"Taurotragus_oryx_Centroid"
"Artiodactyla"	"Bovidae"	"Tetracerus"	"quadricornis"	"Tetracerus quadricornis"	79.4	22.7	22.7	54	0.093837535	3	0	1	1	0	17.5	19	19	"Tetracerus_quadricornis_Centroid"
"Artiodactyla"	"Bovidae"	"Tragelaphus"	"angasii"	"Tragelaphus angasii"	32.1	-24.3	24.3	15	0.0516088262	2	1	1	0	0	91	86.6004	86.6004	"Tragelaphus_angasii_Centroid"
"Artiodactyla"	"Bovidae"	"Tragelaphus"	"buxtoni"	"Tragelaphus buxtoni"	39.7	6.9	6.9	1	4.6	1	1	1	0	0	199	215.0008	215.0008	"Tragelaphus_buxtoni_Centroid"
"Artiodactyla"	"Bovidae"	"Tragelaphus"	"eurycerus"	"Tragelaphus eurycerus"	16.7	4.3	4.3	3	0.022889115	2	1	0	0	0	205	329.0031	329.0031	"Tragelaphus_eurycerus_Centroid"
"Artiodactyla"	"Bovidae"	"Tragelaphus"	"imberbis"	"Tragelaphus imberbis"	36.7	2.1	2.1	31	0.075	2	1	1	0	0	77	81.5755	81.5755	"Tragelaphus_imberbis_Centroid"
"Artiodactyla"	"Bovidae"	"Tragelaphus"	"scriptus"	"Tragelaphus scriptus"	28.1	-4.7	4.7	78	0.0849192618	2	1	1	0	0	40.4	43.2504	43.2504	"Tragelaphus_scriptus_Centroid"
"Artiodactyla"	"Bovidae"	"Tragelaphus"	"spekii"	"Tragelaphus spekii"	28.8	-5.9	5.9	10	0.1371422675	2	1	0	0	0	81.3	77.9992	77.9992	"Tragelaphus_spekii_Centroid"
"Artiodactyla"	"Bovidae"	"Tragelaphus"	"strepsiceros"	"Tragelaphus strepsiceros"	28.6	-16.4	16.4	85	0.1	2	1	1	0	0	198	213.501	213.501	"Tragelaphus_strepsiceros_Centroid"
"Artiodactyla"	"Camelidae"	"Camelus"	"bactrianus"	"Camelus bactrianus"	102	41.5	41.5	1	1.5	3	1	1	0	0	550	NA	550	"Camelus_bactrianus_Centroid"
"Artiodactyla"	"Camelidae"	"Camelus"	"dromedarius"	"Camelus dromedarius"	-1.6	12.2	12.2	1	0.02	3	1	1	0	0	434	800	800	"Camelus_dromedarius_Centroid"
"Artiodactyla"	"Camelidae"	"Lama"	"guanicoe"	"Lama guanicoe"	-71	-40	40	1	0.67	3	1	0	0	0	70.5	120	120	"Lama_guanicoe_Centroid"
"Artiodactyla"	"Cervidae"	"Alces"	"americanus"	"Alces americanus"	-108.4	54.2	54.2	66	0.3	1	1	0	0	0	542	NA	542	"Alces_americanus_Centroid"
"Artiodactyla"	"Cervidae"	"Axis"	"axis"	"Axis axis"	79.6	22.4	22.4	94	4.89688715955	2	0	1	1	0	55	66.1728	66.1728	"Axis_axis_Centroid"
"Artiodactyla"	"Cervidae"	"Axis"	"porcinus"	"Axis porcinus"	82.4	28.4	28.4	7	0.3616376042	2	0	1	1	0	33.5	34.1278	34.1278	"Axis_porcinus_Centroid"
"Artiodactyla"	"Cervidae"	"Blastocerus"	"dichotomus"	"Blastocerus dichotomus"	-65.7	-13	13	3	0.15	1	1	0	0	0	103	86.6662	86.6662	"Blastocerus_dichotomus_Centroid"
"Artiodactyla"	"Cervidae"	"Capreolus"	"capreolus"	"Capreolus capreolus"	11.1	44.6	44.6	17	19	1	1	0	0	0	21.5	22.5	22.5	"Capreolus_capreolus_Centroid"
"Artiodactyla"	"Cervidae"	"Cervus"	"elaphus"	"Cervus elaphus"	-15	37.1	37.1	8	3	2	1	0	0	0	150	131.25	131.25	"Cervus_elaphus_Centroid"
"Artiodactyla"	"Cervidae"	"Cervus"	"nippon"	"Cervus nippon"	143.7	40.1	40.1	8	11.35	2	0	1	1	0	53	53	53	"Cervus_nippon_Centroid"
"Artiodactyla"	"Cervidae"	"Dama"	"dama"	"Dama dama"	9.4	50.1	50.1	6	14.43	1	1	0	0	0	54.5	56.25	56.25	"Dama_dama_Centroid"
"Artiodactyla"	"Cervidae"	"Hippocamelus"	"bisulcus"	"Hippocamelus bisulcus"	-72.6	-45.4	45.4	17	0.68	1	1	0	0	0	70	70.0003	70.0003	"Hippocamelus_bisulcus_Centroid"
"Artiodactyla"	"Cervidae"	"Mazama"	"americana"	"Mazama americana"	-56.6	-19	19	1	0.24	1	1	0	0	0	26.1	22.7997	22.7997	"Mazama_americana_Centroid"
"Artiodactyla"	"Cervidae"	"Mazama"	"gouazoubira"	"Mazama gouazoubira"	-56.6	-19	19	3	3.16	1	1	0	0	0	20	16.3001	16.3001	"Mazama_gouazoubira_Centroid"
"Artiodactyla"	"Cervidae"	"Muntiacus"	"muntjak"	"Muntiacus muntjak"	81.8	20.3	20.3	78	0.8035019455	1	1	1	0	0	14	15.9258	15.9258	"Muntiacus_muntjak_Centroid"
"Artiodactyla"	"Cervidae"	"Odocoileus"	"virginianus"	"Odocoileus virginianus"	-87.9	39	39	26	4.028	1	1	1	0	0	52	55.5086	55.5086	"Odocoileus_virginianus_Centroid"
"Artiodactyla"	"Cervidae"	"Ozotoceros"	"bezoarticus"	"Ozotoceros bezoarticus"	-56.9	-19	19	4	3.66	1	1	0	0	0	35	40	40	"Ozotoceros_bezoarticus_Centroid"
"Artiodactyla"	"Cervidae"	"Przewalskium"	"albirostris"	"Przewalskium albirostris"	92	35.8	35.8	4	0.0420833333	2	0	1	1	0	125	NA	125	"Przewalskium_albirostris_Centroid"
"Artiodactyla"	"Cervidae"	"Rangifer"	"tarandus"	"Rangifer tarandus"	-117.2	66.4	66.4	23	0.105	1	1	0	0	0	113	86.034	86.034	"Rangifer_tarandus_Centroid"
"Artiodactyla"	"Cervidae"	"Rucervus"	"duvaucelii"	"Rucervus duvaucelii"	80.7	23.3	23.3	6	2.98181818185	2	1	0	0	0	143	143	143	"Rucervus_duvaucelii_Centroid"
"Artiodactyla"	"Cervidae"	"Rusa"	"unicolor"	"Rusa unicolor"	82	20.1	20.1	107	1.7749077491	2	0	1	1	0	171	180.3444	180.3444	"Rusa_unicolor_Centroid"
"Artiodactyla"	"Giraffidae"	"Giraffa"	"camelopardalis"	"Giraffa camelopardalis"	33	-9	9	77	0.4184	1	1	0	0	0	1000	899.9948	899.9948	"Giraffa_camelopardalis_Centroid"
