"Order"	"Family"	"Genus"	"Species"	"taxon"	"mn_long"	"mn_lat"	"mn_lat_abs"	"n_obs"	"md_density"	"HYP"	"FAL"	"FOL"	"FSF"	"FOT"	"MASSKG"	"massPHY"	"MASSALL"	"taxonPhy"
"Artiodactyla"	"Giraffidae"	"Okapia"	"johnstoni"	"Okapia johnstoni"	28.5	1.7	1.7	2	0.5003497013	1	1	0	0	0	250	230.0011	230.0011	"Okapia_johnstoni_Centroid"
"Artiodactyla"	"Hippopotamidae"	"Hippopotamus"	"amphibius"	"Hippopotamus amphibius"	32	-10.8	10.8	44	0.1579862025	2	0	1	0	1	1258	1417.49	1417.49	"Hippopotamus_amphibius_Centroid"
"Artiodactyla"	"Suidae"	"Phacochoerus"	"aethiopicus"	"Phacochoerus aethiopicus"	33.4	-10.3	10.3	16	4.25	3	0	0	0	1	71	71.0003	71.0003	"Phacochoerus_aethiopicus_Centroid"
"Artiodactyla"	"Suidae"	"Phacochoerus"	"africanus"	"Phacochoerus africanus"	31.8	-10.9	10.9	41	0.2376708259	3	0	0	0	1	82.5	82.5	82.5	"Phacochoerus_africanus_Centroid"
"Artiodactyla"	"Suidae"	"Potamochoerus"	"larvatus"	"Potamochoerus larvatus"	30.7	-15.9	15.9	6	0.1078604002	1	0	0	0	0	84.5	97.5	97.5	"Potamochoerus_larvatus_Centroid"
"Artiodactyla"	"Suidae"	"Potamochoerus"	"porcus"	"Potamochoerus porcus"	9.7	-2.2	2.2	1	0.86	1	0	0	0	0	71	70.0003	70.0003	"Potamochoerus_porcus_Centroid"
"Artiodactyla"	"Suidae"	"Sus"	"barbatus"	"Sus barbatus"	114	0	0	1	17.3	1	0	0	0	0	103	70.5	70.5	"Sus_barbatus_Centroid"
"Artiodactyla"	"Suidae"	"Sus"	"scrofa"	"Sus scrofa"	49.4	23.4	23.4	165	2.67	1	0	0	0	0	80	101.0521	101.0521	"Sus_scrofa_Centroid"
"Artiodactyla"	"Tayassuidae"	"Catagonus"	"wagneri"	"Catagonus wagneri"	-59.2	-22.1	22.1	2	4.835	1	0	1	1	0	35.3	35.5664	35.5664	"Catagonus_wagneri_Centroid"
"Artiodactyla"	"Tayassuidae"	"Pecari"	"tajacu"	"Pecari tajacu"	-72.7	-1.8	1.8	26	5.325	1	0	1	1	0	20.2	21.2667	21.2667	"Pecari_tajacu_Centroid"
"Artiodactyla"	"Tayassuidae"	"Tayassu"	"pecari"	"Tayassu pecari"	-64.4	-13.9	13.9	11	9.2	1	0	0	0	0	32	32.2337	32.2337	"Tayassu_pecari_Centroid"
"Artiodactyla"	"Tragulidae"	"Moschiola"	"meminna"	"Moschiola meminna"	81.9	15.2	15.2	2	1.0724207464	1	1	0	0	0	26.9	2.445	2.445	"Moschiola_meminna_Centroid"
"Hyracoidea"	"Procaviidae"	"Heterohyrax"	"brucei"	"Heterohyrax brucei"	34.8	-2.3	2.3	6	4500	1	1	1	0	0	2.5	2.625	2.625	"Heterohyrax_brucei_Centroid"
"Hyracoidea"	"Procaviidae"	"Procavia"	"capensis"	"Procavia capensis"	34.8	-2.3	2.3	3	2600	2	1	1	0	0	4	3.03	3.03	"Procavia_capensis_Centroid"
"Lagomorpha"	"Leporidae"	"Lepus"	"americanus"	"Lepus americanus"	-138.1	61	61	137	36.6667	3	NA	NA	NA	NA	4.35	1.71	1.71	"Lepus_americanus_Centroid"
"Lagomorpha"	"Leporidae"	"Lepus"	"capensis"	"Lepus capensis"	30.4	-18.4	18.4	3	16.49	3	NA	NA	NA	NA	2.86	3.2617	3.2617	"Lepus_capensis_Centroid"
"Lagomorpha"	"Leporidae"	"Lepus"	"coreanus"	"Lepus coreanus"	129.4	35.6	35.6	1	50	3	NA	NA	NA	NA	3.11	1.7	1.7	"Lepus_coreanus_Centroid"
"Lagomorpha"	"Leporidae"	"Lepus"	"europaeus"	"Lepus europaeus"	-71	-40	40	1	47.48	3	NA	NA	NA	NA	3.82	3.74	3.74	"Lepus_europaeus_Centroid"
"Lagomorpha"	"Leporidae"	"Lepus"	"microtis"	"Lepus microtis"	29.5	-0.4	0.4	1	900	3	NA	NA	NA	NA	1.75	NA	1.75	"Lepus_microtis_Centroid"
"Lagomorpha"	"Leporidae"	"Lepus"	"timidus"	"Lepus timidus"	24.7	63.5	63.5	3	400	3	NA	NA	NA	NA	3.4	3.048	3.048	"Lepus_timidus_Centroid"
"Lagomorpha"	"Leporidae"	"Oryctolagus"	"cuniculus"	"Oryctolagus cuniculus"	-9.1	34.2	34.2	24	1385	3	NA	NA	NA	NA	1.81	1.9583	1.9583	"Oryctolagus_cuniculus_Centroid"
"Lagomorpha"	"Leporidae"	"Sylvilagus"	"aquaticus"	"Sylvilagus aquaticus"	-86	38.5	38.5	1	41.7	3	NA	NA	NA	NA	2	2.1358	2.1358	"Sylvilagus_aquaticus_Centroid"
"Lagomorpha"	"Leporidae"	"Sylvilagus"	"floridanus"	"Sylvilagus floridanus"	-87	42.4	42.4	6	728.96	3	NA	NA	NA	NA	1.3	1.1728	1.1728	"Sylvilagus_floridanus_Centroid"
"Lagomorpha"	"Ochotonidae"	"Ochotona"	"collaris"	"Ochotona collaris"	-149.9	63.4	63.4	3	642.46	3	NA	NA	NA	NA	0.15	0.129	0.129	"Ochotona_collaris_Centroid"
"Lagomorpha"	"Ochotonidae"	"Ochotona"	"princeps"	"Ochotona princeps"	-119.7	49.9	49.9	6	1000.755	3	NA	NA	NA	NA	0.181	0.1576	0.1576	"Ochotona_princeps_Centroid"
"Perissodactyla"	"Equidae"	"Equus"	"burchellii"	"Equus burchellii"	32.6	-11.4	11.4	27	6.3	3	0	1	0	1	235	NA	235	"Equus_burchellii_Centroid"
"Perissodactyla"	"Equidae"	"Equus"	"hemionus"	"Equus hemionus"	104.7	40.8	40.8	2	3.195	3	0	1	0	1	230	200	200	"Equus_hemionus_Centroid"
"Perissodactyla"	"Equidae"	"Equus"	"kiang"	"Equus kiang"	92	35.8	35.8	3	0.4216666667	3	0	1	0	1	275	250	250	"Equus_kiang_Centroid"
"Perissodactyla"	"Equidae"	"Equus"	"zebra"	"Equus zebra"	15.8	-19	19	1	0.0292383292	3	0	1	0	1	260	240	240	"Equus_zebra_Centroid"
"Perissodactyla"	"Rhinocerotidae"	"Ceratotherium"	"simum"	"Ceratotherium simum"	29.7	-21.7	21.7	16	0.2037266312	3	0	1	0	1	2230	2949.9863	2949.9863	"Ceratotherium_simum_Centroid"
"Perissodactyla"	"Rhinocerotidae"	"Dicerorhinus"	"sumatrensis"	"Dicerorhinus sumatrensis"	97.6	3.6	3.6	1	13.5	1	1	1	0	0	750	1266.667	1266.667	"Dicerorhinus_sumatrensis_Centroid"
"Perissodactyla"	"Rhinocerotidae"	"Diceros"	"bicornis"	"Diceros bicornis"	32.9	-10.4	10.4	40	0.07393815	2	1	1	0	0	869	1180.5109	1180.5109	"Diceros_bicornis_Centroid"
"Perissodactyla"	"Rhinocerotidae"	"Rhinoceros"	"unicornis"	"Rhinoceros unicornis"	86.7	27.3	27.3	4	5.55	2	0	1	0	1	1600	1602.333	1602.333	"Rhinoceros_unicornis_Centroid"
"Perissodactyla"	"Tapiridae"	"Tapirus"	"bairdii"	"Tapirus bairdii"	-82.6	10.3	10.3	11	0.36	1	1	0	0	0	225	299.9991	299.9991	"Tapirus_bairdii_Centroid"
"Perissodactyla"	"Tapiridae"	"Tapirus"	"indicus"	"Tapirus indicus"	102.5	4.8	4.8	3	2.36	1	1	0	0	0	275	296.25	296.25	"Tapirus_indicus_Centroid"
"Perissodactyla"	"Tapiridae"	"Tapirus"	"pinchaque"	"Tapirus pinchaque"	-75.5	4.7	4.7	1	0.181	1	1	0	0	0	149	148.9498	148.9498	"Tapirus_pinchaque_Centroid"
"Perissodactyla"	"Tapiridae"	"Tapirus"	"terrestris"	"Tapirus terrestris"	-55.1	-15.2	15.2	3	0.4	1	1	0	0	0	235	207.5009	207.5009	"Tapirus_terrestris_Centroid"
"Primates"	"Aotidae"	"Aotus"	"azarae"	"Aotus azarae"	-59.6	-23.2	23.2	4	16.18	1	0	0	0	0	1.21	0.963	0.963	"Aotus_azarae_Centroid"
"Primates"	"Aotidae"	"Aotus"	"lemurinus"	"Aotus lemurinus"	-74.2	8.6	8.6	1	1.5	1	0	0	0	0	0.874	0.873	0.873	"Aotus_lemurinus_Centroid"
"Primates"	"Aotidae"	"Aotus"	"nancymaae"	"Aotus nancymaae"	-74.1	-4.2	4.2	10	34.05	1	0	0	0	0	0.787	0.788	0.788	"Aotus_nancymaae_Centroid"
"Primates"	"Aotidae"	"Aotus"	"nigriceps"	"Aotus nigriceps"	-68.4	-7.8	7.8	9	22	1	0	0	0	0	0.95	1.06	1.06	"Aotus_nigriceps_Centroid"
"Primates"	"Aotidae"	"Aotus"	"vociferans"	"Aotus vociferans"	-73.5	-3.6	3.6	8	15.55	1	0	0	0	0	0.7	0.873	0.873	"Aotus_vociferans_Centroid"
"Primates"	"Atelidae"	"Alouatta"	"belzebul"	"Alouatta belzebul"	-49.5	-4.2	4.2	8	3.475	1	0	0	0	0	6.4	6.4	6.4	"Alouatta_belzebul_Centroid"
"Primates"	"Atelidae"	"Alouatta"	"caraya"	"Alouatta caraya"	-56.9	-23.3	23.3	17	11.2	1	0	0	0	0	5.38	5.8625	5.8625	"Alouatta_caraya_Centroid"
"Primates"	"Atelidae"	"Alouatta"	"guariba"	"Alouatta guariba"	-45.2	-21.3	21.3	16	10.5	1	0	0	0	0	5.54	5.5892	5.5892	"Alouatta_guariba_Centroid"
"Primates"	"Atelidae"	"Alouatta"	"macconnelli"	"Alouatta macconnelli"	-58.7	5	5	7	2.1	1	0	0	0	0	6	7.5548	7.5548	"Alouatta_macconnelli_Centroid"
"Primates"	"Atelidae"	"Alouatta"	"palliata"	"Alouatta palliata"	-85.6	11.1	11.1	44	22.295	1	0	0	0	0	6.68	7.275	7.275	"Alouatta_palliata_Centroid"
"Primates"	"Atelidae"	"Alouatta"	"pigra"	"Alouatta pigra"	-89.8	17.3	17.3	23	16.53	1	0	0	0	0	8.92	7	7	"Alouatta_pigra_Centroid"
"Primates"	"Atelidae"	"Alouatta"	"sara"	"Alouatta sara"	-70.5	-12.6	12.6	9	8.6	1	0	0	0	0	6.6	6.611	6.611	"Alouatta_sara_Centroid"
"Primates"	"Atelidae"	"Alouatta"	"seniculus"	"Alouatta seniculus"	-68.7	1.8	1.8	69	30	1	0	0	0	0	6.19	6.1455	6.1455	"Alouatta_seniculus_Centroid"
"Primates"	"Atelidae"	"Ateles"	"belzebuth"	"Ateles belzebuth"	-69.6	4.9	4.9	6	8.75	1	0	0	0	0	7.5	5	5	"Ateles_belzebuth_Centroid"
"Primates"	"Atelidae"	"Ateles"	"chamek"	"Ateles chamek"	-68.9	-9.3	9.3	29	8.5	1	0	0	0	0	7	6	6	"Ateles_chamek_Centroid"
"Primates"	"Atelidae"	"Ateles"	"geoffroyi"	"Ateles geoffroyi"	-88.2	14.6	14.6	22	14.71	1	0	0	0	0	7.5	5.2849	5.2849	"Ateles_geoffroyi_Centroid"
"Primates"	"Atelidae"	"Ateles"	"paniscus"	"Ateles paniscus"	-56.6	4.5	4.5	5	8.2	1	0	0	0	0	7.76	7.9001	7.9001	"Ateles_paniscus_Centroid"
"Primates"	"Atelidae"	"Brachyteles"	"arachnoides"	"Brachyteles arachnoides"	-45.4	-21.4	21.4	2	21.75	1	0	0	0	0	10.8	13.4999	13.4999	"Brachyteles_arachnoides_Centroid"
"Primates"	"Atelidae"	"Brachyteles"	"hypoxanthus"	"Brachyteles hypoxanthus"	-41.3	-20	20	5	4.41	1	0	0	0	0	13	8.865	8.865	"Brachyteles_hypoxanthus_Centroid"
"Primates"	"Atelidae"	"Lagothrix"	"cana"	"Lagothrix cana"	-68.6	-8.5	8.5	16	15.1	1	0	0	0	0	8.5	6.4	6.4	"Lagothrix_cana_Centroid"
"Primates"	"Atelidae"	"Lagothrix"	"lagotricha"	"Lagothrix lagotricha"	-70.3	-1.1	1.1	6	6.3	1	0	0	0	0	7.15	6.7889	6.7889	"Lagothrix_lagotricha_Centroid"
"Primates"	"Atelidae"	"Lagothrix"	"lugens"	"Lagothrix lugens"	-74.2	5.6	5.6	2	20.75	1	0	0	0	0	8.15	6	6	"Lagothrix_lugens_Centroid"
"Primates"	"Atelidae"	"Lagothrix"	"poeppigii"	"Lagothrix poeppigii"	-73.1	-7	7	7	7.2	1	0	0	0	0	8.5	4.2	4.2	"Lagothrix_poeppigii_Centroid"
"Primates"	"Callitrichidae"	"Callimico"	"goeldii"	"Callimico goeldii"	-71	-9.8	9.8	2	2.45	1	0	0	0	0	0.533	0.48	0.48	"Callimico_goeldii_Centroid"
"Primates"	"Callitrichidae"	"Callithrix"	"aurita"	"Callithrix aurita"	-44.6	-21.8	21.8	3	23.5	1	0	0	0	0	0.4	0.342	0.342	"Callithrix_aurita_Centroid"
"Primates"	"Callitrichidae"	"Callithrix"	"flaviceps"	"Callithrix flaviceps"	-40.8	-19.8	19.8	5	7.1	1	0	0	0	0	0.406	0.342	0.342	"Callithrix_flaviceps_Centroid"
"Primates"	"Callitrichidae"	"Callithrix"	"geoffroyi"	"Callithrix geoffroyi"	-40.2	-19.2	19.2	8	9.7	1	0	0	0	0	0.29	0.342	0.342	"Callithrix_geoffroyi_Centroid"
"Primates"	"Callitrichidae"	"Callithrix"	"jacchus"	"Callithrix jacchus"	-35.2	-8	8	6	671	1	0	0	0	0	0.29	0.292	0.292	"Callithrix_jacchus_Centroid"
"Primates"	"Callitrichidae"	"Callithrix"	"kuhlii"	"Callithrix kuhlii"	-39.1	-15.3	15.3	1	46	1	0	0	0	0	0.315	0.342	0.342	"Callithrix_kuhlii_Centroid"
"Primates"	"Callitrichidae"	"Callithrix"	"penicillata"	"Callithrix penicillata"	-47.9	-15.9	15.9	7	40	1	0	0	0	0	0.307	0.342	0.342	"Callithrix_penicillata_Centroid"
"Primates"	"Callitrichidae"	"Leontopithecus"	"caissara"	"Leontopithecus caissara"	-48.3	-25.2	25.2	1	1.7	1	0	0	0	0	0.57	0.572	0.572	"Leontopithecus_caissara_Centroid"
"Primates"	"Callitrichidae"	"Leontopithecus"	"chrysomelas"	"Leontopithecus chrysomelas"	-39.1	-15.3	15.3	4	7.58	1	0	0	0	0	0.578	0.7	0.7	"Leontopithecus_chrysomelas_Centroid"
"Primates"	"Callitrichidae"	"Leontopithecus"	"chrysopygus"	"Leontopithecus chrysopygus"	-50.9	-22.5	22.5	7	1.71	1	0	0	0	0	0.575	0.7	0.7	"Leontopithecus_chrysopygus_Centroid"
"Primates"	"Callitrichidae"	"Leontopithecus"	"rosalia"	"Leontopithecus rosalia"	-42.2	-22.6	22.6	7	6.79	1	0	0	0	0	0.6	0.5355	0.5355	"Leontopithecus_rosalia_Centroid"
"Primates"	"Callitrichidae"	"Saguinus"	"fuscicollis"	"Saguinus fuscicollis"	-70.6	-7.4	7.4	49	18	1	0	0	0	0	0.37	0.387	0.387	"Saguinus_fuscicollis_Centroid"
"Primates"	"Callitrichidae"	"Saguinus"	"geoffroyi"	"Saguinus geoffroyi"	-79.1	8.9	8.9	24	11.795	1	0	0	0	0	0.499	0.4865	0.4865	"Saguinus_geoffroyi_Centroid"
"Primates"	"Callitrichidae"	"Saguinus"	"imperator"	"Saguinus imperator"	-71.2	-11.1	11.1	10	9	1	0	0	0	0	0.45	0.4	0.4	"Saguinus_imperator_Centroid"
"Primates"	"Callitrichidae"	"Saguinus"	"labiatus"	"Saguinus labiatus"	-69.3	-11.3	11.3	3	11	1	0	0	0	0	0.501	0.575	0.575	"Saguinus_labiatus_Centroid"
"Primates"	"Callitrichidae"	"Saguinus"	"leucopus"	"Saguinus leucopus"	-74.3	8.5	8.5	2	8.85	1	0	0	0	0	0.49	0.44	0.44	"Saguinus_leucopus_Centroid"
"Primates"	"Callitrichidae"	"Saguinus"	"melanoleucus"	"Saguinus melanoleucus"	-71.8	-8.3	8.3	3	65.1	1	0	0	0	0	0.563	0.491	0.491	"Saguinus_melanoleucus_Centroid"
"Primates"	"Callitrichidae"	"Saguinus"	"midas"	"Saguinus midas"	-53.5	3.1	3.1	3	25	1	0	0	0	0	0.5	0.54	0.54	"Saguinus_midas_Centroid"
"Primates"	"Callitrichidae"	"Saguinus"	"mystax"	"Saguinus mystax"	-68.8	-4.6	4.6	23	32.1	1	0	0	0	0	0.525	0.618	0.618	"Saguinus_mystax_Centroid"
"Primates"	"Callitrichidae"	"Saguinus"	"niger"	"Saguinus niger"	-10.3	5.1	5.1	5	19.02	1	0	0	0	0	0.355	0.5912	0.5912	"Saguinus_niger_Centroid"
"Primates"	"Callitrichidae"	"Saguinus"	"nigricollis"	"Saguinus nigricollis"	-73	-1.4	1.4	2	20.3	1	0	0	0	0	0.411	0.462	0.462	"Saguinus_nigricollis_Centroid"
"Primates"	"Callitrichidae"	"Saguinus"	"oedipus"	"Saguinus oedipus"	-75.4	9.6	9.6	3	55	1	0	0	0	0	0.411	0.43	0.43	"Saguinus_oedipus_Centroid"
"Primates"	"Callitrichidae"	"Saguinus"	"pileatus"	"Saguinus pileatus"	-65.3	-4.8	4.8	1	15.3	1	0	0	0	0	0.563	NA	0.563	"Saguinus_pileatus_Centroid"
"Primates"	"Cebidae"	"Callithrix"	"argentata"	"Callithrix argentata"	-59.9	-19.3	19.3	3	7.36	1	0	0	0	0	0.355	NA	0.355	"Callithrix_argentata_Centroid"
"Primates"	"Cebidae"	"Callithrix"	"intermedia"	"Callithrix intermedia"	-59.5	-10.2	10.2	1	54.1	1	0	0	0	0	0.35	NA	0.35	"Callithrix_intermedia_Centroid"
"Primates"	"Cebidae"	"Callithrix"	"pygmaea"	"Callithrix pygmaea"	-70	-5.9	5.9	10	4.85	1	0	0	0	0	0.117	NA	0.117	"Callithrix_pygmaea_Centroid"
"Primates"	"Cebidae"	"Cebus"	"albifrons"	"Cebus albifrons"	-69.9	-6	6	44	8.6	1	0	0	0	0	2.7	2.629	2.629	"Cebus_albifrons_Centroid"
"Primates"	"Cebidae"	"Cebus"	"apella"	"Cebus apella"	-66.6	-5.5	5.5	65	13	1	0	0	0	0	3.05	NA	3.05	"Cebus_apella_Centroid"
"Primates"	"Cebidae"	"Cebus"	"capucinus"	"Cebus capucinus"	-85	10.6	10.6	26	6.55	1	0	0	0	0	3.1	2.733	2.733	"Cebus_capucinus_Centroid"
"Primates"	"Cebidae"	"Cebus"	"libidinosus"	"Cebus libidinosus"	-58.4	-16.5	16.5	9	14.1	1	0	0	0	0	2.75	NA	2.75	"Cebus_libidinosus_Centroid"
"Primates"	"Cebidae"	"Cebus"	"nigritus"	"Cebus nigritus"	-44.5	-20.9	20.9	20	10.3	1	0	0	0	0	3.5	NA	3.5	"Cebus_nigritus_Centroid"
"Primates"	"Cebidae"	"Cebus"	"olivaceus"	"Cebus olivaceus"	-58.3	4.1	4.1	6	2.2	1	0	0	0	0	2.7	NA	2.7	"Cebus_olivaceus_Centroid"
"Primates"	"Cebidae"	"Cebus"	"xanthosternos"	"Cebus xanthosternos"	-39.2	-15.2	15.2	1	10.9	1	0	0	0	0	2.95	NA	2.95	"Cebus_xanthosternos_Centroid"
"Primates"	"Cebidae"	"Saimiri"	"boliviensis"	"Saimiri boliviensis"	-70.2	-7.7	7.7	34	44.95	1	0	0	0	0	0.811	0.615	0.615	"Saimiri_boliviensis_Centroid"
"Primates"	"Cebidae"	"Saimiri"	"oerstedii"	"Saimiri oerstedii"	-83.1	8.4	8.4	2	83	1	0	0	0	0	0.789	0.2785	0.2785	"Saimiri_oerstedii_Centroid"
"Primates"	"Cebidae"	"Saimiri"	"sciureus"	"Saimiri sciureus"	-65.9	-2.5	2.5	22	22	1	0	0	0	0	0.721	0.7432	0.7432	"Saimiri_sciureus_Centroid"
"Primates"	"Cercopithecidae"	"Cercocebus"	"agilis"	"Cercocebus agilis"	26.3	-1.7	1.7	3	10.1	1	0	0	0	0	7.11	8.0234	8.0234	"Cercocebus_agilis_Centroid"
"Primates"	"Cercopithecidae"	"Cercocebus"	"atys"	"Cercocebus atys"	-9.4	6.7	6.7	2	24.5	1	0	0	0	0	6.94	7.6434	7.6434	"Cercocebus_atys_Centroid"
"Primates"	"Cercopithecidae"	"Cercocebus"	"galeritus"	"Cercocebus galeritus"	40.2	-2.1	2.1	10	134.085	1	0	0	0	0	5.43	7.383	7.383	"Cercocebus_galeritus_Centroid"
"Primates"	"Cercopithecidae"	"Cercocebus"	"torquatus"	"Cercocebus torquatus"	9.4	4.9	4.9	7	2.385	1	0	0	0	0	7.04	8.1354	8.1354	"Cercocebus_torquatus_Centroid"
"Primates"	"Cercopithecidae"	"Cercopithecus"	"albogularis"	"Cercopithecus albogularis"	33.6	-22	22	21	48	1	0	0	0	0	5.3	NA	5.3	"Cercopithecus_albogularis_Centroid"
"Primates"	"Cercopithecidae"	"Cercopithecus"	"ascanius"	"Cercopithecus ascanius"	29.3	-0.6	0.6	37	51	1	0	0	0	0	3.31	3.55	3.55	"Cercopithecus_ascanius_Centroid"
"Primates"	"Cercopithecidae"	"Cercopithecus"	"campbelli"	"Cercopithecus campbelli"	-11.3	7.6	7.6	1	40.6	1	0	0	0	0	3.15	4.1	4.1	"Cercopithecus_campbelli_Centroid"
"Primates"	"Cercopithecidae"	"Cercopithecus"	"cephus"	"Cercopithecus cephus"	11.8	0.1	0.1	10	7.315	1	0	0	0	0	2.87	3.485	3.485	"Cercopithecus_cephus_Centroid"
"Primates"	"Cercopithecidae"	"Cercopithecus"	"denti"	"Cercopithecus denti"	24.7	0	0	6	21.85	1	0	0	0	0	4	4.05	4.05	"Cercopithecus_denti_Centroid"
"Primates"	"Cercopithecidae"	"Cercopithecus"	"diana"	"Cercopithecus diana"	-8.4	6.2	6.2	4	53.25	1	0	0	0	0	4.22	4.175	4.175	"Cercopithecus_diana_Centroid"
"Primates"	"Cercopithecidae"	"Cercopithecus"	"doggetti"	"Cercopithecus doggetti"	28.2	-2.2	2.2	2	23.225	1	1	0	0	0	5.6	NA	5.6	"Cercopithecus_doggetti_Centroid"
"Primates"	"Cercopithecidae"	"Cercopithecus"	"erythrogaster"	"Cercopithecus erythrogaster"	5.2	6.3	6.3	1	30	1	0	0	0	0	3.25	2.5	2.5	"Cercopithecus_erythrogaster_Centroid"
"Primates"	"Cercopithecidae"	"Cercopithecus"	"hamlyni"	"Cercopithecus hamlyni"	28.3	-0.8	0.8	3	5.34	1	0	0	0	0	4.43	6.875	6.875	"Cercopithecus_hamlyni_Centroid"
"Primates"	"Cercopithecidae"	"Cercopithecus"	"kandti"	"Cercopithecus kandti"	29.6	-1.4	1.4	2	76.55	1	1	0	0	0	4.8	NA	4.8	"Cercopithecus_kandti_Centroid"
